Speaker,Text,Folder,Filename
Speaker 0,"¿A qué número marcaste? ¿Cuál fue el número? Sí, en este momento, ¿qué número marcaste?",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"Un seis cero dos tres noventa y ocho once cuarenta y siete, porque ya me hago como un tres veintiuno, creo. También que me salió en la plataforma, pero no contestan nada, o sea, no, nada.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Debes de comunicarte por ese medio para que te puedan transferir al área financiera, que en eso, que te pueden brindar información sobre esta beca.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"Una pregunta, ¿qué me podrían dar información sobre la carrera en sí? Sí. La parte de la beca. ¿Me puedes, por favor, dar información para saber más o menos también?",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Mira, si estás interesado para el dos mil veintitrés, ya están abiertas las inscripciones, siempre los valores anualmente cambian, así que si estás interesado para otro año, deberás consultar nuevamente que la información sea actualizada para ese año de ingreso. Tiene una duración de nueve semestres, es completamente presencial, La inscripción tiene un valor de USD-CAD y el semestre de USD-CAD. El proceso de inscripción debes realizarlo completamente virtual. Debes adjuntar tu documento de identidad, las notas certificado original de notas de noveno a once y el resultado de las pruebas AVER con un puntaje mínimo obtenido de doscientos cincuenta puntos en adelante. Una vez te diligencies el formulario de inscripción y pagues los derechos de inscripción, al correo se te va a enviar una cita para que presentes una entrevista con el director del programa. Después de la entrevista se te enviará el resultado de admisión por correo electrónico. Nosotros desde la universidad realizamos procesos de homologación, pero solamente si es de un pregrado a otro pregrado.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"Listo. Entonces, en cuestión para lo de la beca de esas generaciones, yo tengo que llamar esa al tres veintiuno, ¿cierto?",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Sí, señor. Y solicitar que te comuniquen con área financiera.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"Listo. Yo voy a... ¿Voy a qué? ¿Me puedes dar el número, por favor? O permíteme mejor.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Te voy a compartir mejor el contacto del profesional a cargo de la carrera. para que esta persona te pueda orientar sobre la beca y te pueda abrir más información sobre el programa. Permíteme un momento, te doy el dato de la persona encargada. Muchas gracias. El nombre del profesional a cargo es Laura Correa y su número de WhatsApp es...",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,¿Cuál?,2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Tres once cuatro cincuenta y ocho. Ajá. Cuarenta y cuatro sesenta y tres. Recuerda que este número es un contacto de WhatsApp, así que debes escribirle, no es de llamadas. Y el correo de Laura es laura.correa.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"Bueno, laura.correa, todo en minúscula, ¿cierto?",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Sí, y junto, vdevaca arroba javerianacali punto edu. punto co edu punto co punto edu punto co Listo. Entonces más bien le escribes a ella para que ella te pueda ampliar la información, ya que por el otro número no te contestan, pero bueno, sí, escríbele a ella y ella ya te brinda la información.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"Pero ella hoy no atiende, ¿cierto que no?",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Es que eso es lo que te iba a decir, pero no sé si de pronto a ella el día de hoy le toque la oral, no sé cómo esté en los horarios de la oral.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,"En WhatsApp aparece que está cerrado todos los días menos los viernes. O sea, los viernes de ocho a ocho y cinco AM.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Ok, escríbele y ella ya te brindará toda la información o comunícate por el otro número que te acabo de brindar.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 1,Muchísimas gracias.,2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,"Con gusto, hasta luego.",2023-04-01a,0c1dacc2-0d21-474f-9f30-0b2bc3069d1a_20230401T16_11_UTC.txt
Speaker 0,¿Algún día hablo con la señorita Claudia?,2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"Sí, con ella hablas.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,¿Hablas con Luis Carlos de la Universidad Javeriana de Cali? ¿Cómo estás?,2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"Muy bien, Luis Carlos, gracias. Creo que feliz de escucharte.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Cuéntamelo todo. Bueno, me alegra, señorita Claudia. El motivo de mis llamadas es porque estás interesada en un diplomado de finanzas básicas para no financieros. Sí, pero hace como mil años. Ok, listo. Entonces, te preguntaría, ¿cómo va tu proceso de pago?",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"No, el proceso está súper bien. Lo que yo estoy esperando es que la... O sea, está pendiente de que la universidad me llame para esto, para confirmarme que el cupo está completo y van a iniciar el curso.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Ah, ok.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"Porque yo llamé la semana pasada, creo, antes de que terminara el mes, y me dijeron que no me podían dar seguridad de que el curso iniciaba, sino hasta una semana antes.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,Exactamente.,2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,Entonces ahí quedé súper triste.,2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Ah, ok, listo, claro. No, pues mira, la verdad... Pues sí es cierto lo que te dijeron, que una semana antes. ¿Por qué? Porque todavía tenemos participantes que están interesados, pero pues se supone que hasta que pronto estos participantes no hagan el pago, no se da como una claridad todavía de lo que se va a abrir o se va a aperturar. Entonces, pues, querías, quisieras, mejor dicho, que te llame una semana antes, entonces.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,Pues me encantaría que me llamaran cuando ya el. Pues es que no sé cuándo ustedes tienen la certeza de que el curso va a iniciar para realizar el pago. Literalmente estoy pendiente de eso porque sé que en otras ocasiones el curso ya se ha cancelado. Entonces no quisiera como atrapar ese capital en un curso que no va a ocurrir.,2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Dale, te hago una pregunta entonces. Si tú quieres, yo te puedo llamar unos días antes de que tengamos la respuesta. En lo contrario, pues no te llamaría. El curso está para iniciarse, pues como tú ya debes saberlo, el veintiocho de abril, pero hasta el catorce hay un descuento de pronto pago. Entonces, si yo te llamo unos días antes para que tú hagas el pago, en tal caso de que el diplomado se abra, un ejemplo, el veinticinco de abril, tendrías que pagarlo con el valor total, más no con el valor de pronto pago, no te lo podemos sostener porque el valor ya se perdería, el valor del pronto pago. Entonces, ¿tomarías ese riesgo?",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"No, pues me comunicaría con la universidad antes de que se cubra el pronto pago para ver si otras personas ya han realizado, más interesados como yo.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Listo, entonces pues nada, quedamos en eso. Si quieres yo te puedo llamar mejor dos días antes del pronto pago. ¿Te parece?",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"Listo, perfecto. Sí, súper de acuerdo.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"¿De pronto te acuerdas la persona que te llamó, el anterior asesor que te llamó?",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"Pues yo creo que en noviembre me llamaste tú porque tu voz se me hace conocida y la vez anterior de este año que yo llamé, no sé, la verdad fui yo la que llamé, fue una chica, una mujer.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Listo, listo, entonces pues nada, quedamos atentos, hasta luego, que esté muy bien.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 1,"Tú también, gracias, hasta luego.",2023-04-01a,0f9f909b-b478-4bd1-ae7a-8656ebc39e50_20230401T14_08_UTC.txt
Speaker 0,"Javierina de Cali, buenos días, le habla Cristian Lozano, ¿en qué puedo ayudarle?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Buenos días, para pedir una información, lo que pasa es que estoy interesada en realizar un diplomado en auditorio, en salud, el costo es de dos millones trescientos, ¿no? Yo quería saber, para financiarlo con la universidad, ¿qué proceso, qué se puede hacer?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,Claro que sí. Te hago una consulta. ¿Este número del que te contactas es tu número personal?,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Sí, es mi número personal.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"¿Y es el con el que estás registrada? o de pronto estás registrada con otro número? ¿O todavía no te has registrado? No, no me he registrado, la verdad. Ok, listo. Bueno, ¿quieres hacer el financiamiento solamente con la universidad?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Sí, con la universidad.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Ok. La universidad te financia el setenta por ciento del valor del diplomado, el otro treinta por ciento lo cubres como cuota inicial. y ese setenta por ciento que te financia la universidad lo realiza a dos meses con una tasa que oscila más o menos entre el cero coma ocho por ciento efectivo mensual en adelante. y pues ya te enviaría entonces el link para que puedas realizar todo el procedimiento de la financiación porque se realiza en línea.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,¿Qué requisitos solicitan para la financiación?,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Pues puedes optar por tomarlo, es que hay dos formas, puedes tomarlo con un solo codeudor o lo puedes tomar con dos codeudores. Y por lo general siempre piden carta laboral, la fotocopia del documento de identidad, que no estén reportadas las personas en centrales de riesgo.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Ah, ok. Ajá.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Esa es como la... Puntualmente, eso es como los requisitos que pide la universidad para la financiación.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Ah, ok. Ajá.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Si lo tomas con dos codeudores, no hacen consulta a Data Credit. Entonces, esa es como la ventaja. Si tomas el crédito con dos codeudores, no se realiza la consulta en data crédito, pero esos codeudores deben estar activos laboralmente y contar al menos con un ingreso mínimo de un salario mínimo. Ah, listo.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"No, sí, yo sería solo con un codeudor que sería mi hijo y él pues trabaja.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Ok, listo, perfecto. Si gustas, entonces voy a ayudarte a generar la... La inscripción hacia el programa para que dispongas del recibo de pago que lo vas a necesitar para el procedimiento de la financiación. ¿Te parece bien? Listo.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"O sea, el treinta por ciento sería como setecientos mil pesos, ¿cierto?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Ya te digo más o menos cuánto sería ese valor. Dame un segundo, por favor. Calculadora. Dos millones trescientos mil... Sí, casi los setecientos mil pesos, son seiscientos noventa mil pesos. Ajá, y si yo, pero yo puedo de pronto dar un valor mayor. Sí, claro que sí, puedes dar un valor mayor e igualmente el crédito. lo puedes cancelar a dos meses o si de pronto quieres hacer el pago inmediato, lo puedes hacer con el tema de condonar intereses. Por lo general muchas personas lo realizan de esa manera, para condonar el tema de intereses. Este es tu número personal. ¿Me indicas, por favor, tu nombre completo, por favor?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Shirley Constanza Rivera Chagüesa.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Ese Shirley es con SH, ¿cierto?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"SH, ajá, y termina en Y.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"En Y, ok. Shirley.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Constanza.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,Constanza.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Termina en Z.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Constanza, sí señorita. ¿Y el apellido, los apellidos?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Rivera.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,Sí.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Chagüesa.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,¿Chabusa?,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Chagüesa.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Ah, Chagüesa.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Chagüesa.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Chagüesa. Me indicas tu número de documento, por favor.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Cincuenta y nueve siete cero seis seis dieciséis.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Te lo confirmo, cincuenta y nueve, siete, cero, seis, seis, dieciséis.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Seis, dieciséis.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Permíteme un momento, por favor. ¿Me indicas, por favor, tu correo electrónico?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Constanza, cero, siete, doce, doce, arroba, gmail, punto com.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Gmail, ok. Arroba, gmail, punto com. Es la Disconstancia Rivera, cincuenta y nueve, siete, cero, seis, seis, dieciséis. Y, por favor, me indicas dirección de residencia o laboral en su defecto.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Laboral sería ahorita.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Barrio Lourdes, La Vega, Cauca. Barrio Lourdes, La Vega, Cauca. En el Cauca, ¿correcto?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Ajá, La Vega, Cauca.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Perfecto. Bueno, ¿te parece bien? ¿Este mismo número al que te contactas tiene WhatsApp? ¿Cuenta con cuenta de WhatsApp?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Sí.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"¿Te parece bien si me regalas cinco minutos? Yo realizo ese procedimiento y te envío los enlaces de cómo vas a... Bueno, te envío el recibo y te envío el enlace de donde vas a poder realizar el procedimiento para la financiación del programa.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,Listo. Le agradezco muchísimo por la información.,2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Es con todo gusto, señorita Shirley. Ya te contacto entonces vía WhatsApp. ¿Listo?",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 1,"Bueno, muchas gracias, hasta luego Un feliz día, hasta luego.",2023-04-01a,139f333f-8a01-4e37-a64b-91a6170c4523_20230401T14_25_UTC.txt
Speaker 0,"Buen día, ¿tengo el gusto de hablar con María Juliana?",2023-04-01a,15407ae0-a923-46ee-adb2-f5410cefe223_20230401T15_29_UTC.txt
Speaker 1,"Sí, señora.",2023-04-01a,15407ae0-a923-46ee-adb2-f5410cefe223_20230401T15_29_UTC.txt
Speaker 0,"Hola, María Juliana, es un gusto saludarte. Mi nombre es Estefany Sánchez de la Universidad Javeriana de Cali. ¿Cómo va?",2023-04-01a,15407ae0-a923-46ee-adb2-f5410cefe223_20230401T15_29_UTC.txt
Speaker 1,"Muy bien, muchas gracias.",2023-04-01a,15407ae0-a923-46ee-adb2-f5410cefe223_20230401T15_29_UTC.txt
